epoch,processor_unit_units_status_cpu_board_cpu_fan_avg,processor_unit_units_status_cpu_board_cpu_fan_max,processor_unit_units_status_cpu_board_cpu_bd_fan1_avg,processor_unit_units_status_cpu_board_cpu_bd_fan1_max,processor_unit_units_status_cpu_board_cpu_bd_fan2_avg,processor_unit_units_status_cpu_board_cpu_bd_fan2_max,processor_unit_units_status_cpu_board_cpu_bd_temp_avg,processor_unit_units_status_cpu_board_cpu_bd_temp_max,processor_unit_units_status_cpu_board_cpu_core_temp_avg,processor_unit_units_status_cpu_board_cpu_core_temp_max,processor_unit_units_status_cpu_board_gpu_core_temp_avg,processor_unit_units_status_cpu_board_gpu_core_temp_max,processor_unit_units_status_cpu_board_cpu_core_vol_avg,processor_unit_units_status_cpu_board_cpu_core_vol_max,processor_unit_units_status_cpu_board_cpu_bd_vbat_avg,processor_unit_units_status_cpu_board_cpu_bd_vbat_max,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_avg,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_max,processor_unit_units_status_cpu_board_cpu_bd_p5v_avg,processor_unit_units_status_cpu_board_cpu_bd_p5v_max,processor_unit_units_status_cpu_board_cpu_bd_p12v_avg,processor_unit_units_status_cpu_board_cpu_bd_p12v_max
1000,0.024365146,0.110940546,0.007977552,0.06685871,0.016727017,0.08664906,0.024095496,0.09121442,0.01713996,0.17933285,0.028953407,0.10277629,0.00858466,0.07872167,0.005222924,0.04162675,0.0056844256,0.069745064,0.013881273,0.05123782,0.010097114,0.07106086
2000,0.012730714,0.09294945,0.018953817,0.05902046,0.017907828,0.06832236,0.029811628,0.1043551,0.013986879,0.19111198,0.008168112,0.06332111,0.005739558,0.05753656,0.007206927,0.042287707,0.0036469193,0.045130253,0.00895933,0.0316403,0.018457728,0.11565992
3000,0.014180278,0.082586825,0.01151334,0.053717375,0.017492669,0.07063824,0.0187094,0.082318544,0.013268063,0.19120914,0.0072431983,0.053818703,0.008111124,0.051568437,0.0048110946,0.040225446,0.013265826,0.05100745,0.0051357257,0.03251809,0.012942425,0.112776555
4000,0.014275697,0.07792613,0.008824032,0.04302071,0.016116394,0.08046669,0.017684044,0.08275992,0.011210468,0.18409187,0.0069920258,0.043198943,0.01328935,0.050417956,0.004544233,0.037936658,0.0067496146,0.03979236,0.0040842164,0.03837514,0.012421806,0.11365408
5000,0.012308343,0.08683145,0.010367017,0.044178426,0.016284283,0.07538748,0.018730903,0.08223081,0.011493241,0.19275773,0.008953234,0.041760445,0.0055013755,0.050508138,0.0073249736,0.04466614,0.009090274,0.0415287,0.0051025283,0.03735262,0.015161327,0.107630104
6000,0.012225274,0.08126271,0.006913552,0.050940506,0.01733098,0.06909901,0.015489197,0.077356994,0.0113099655,0.18936598,0.0064756144,0.041751325,0.006082643,0.039545875,0.0061743,0.0444611,0.0072762347,0.045660436,0.0066282717,0.038635552,0.014743362,0.10653052
7000,0.012483452,0.07905704,0.006249072,0.049344957,0.016240304,0.07701361,0.016500855,0.07834861,0.013067927,0.18148339,0.0061570266,0.036349833,0.006969127,0.03910148,0.0050595836,0.04855725,0.0053782677,0.049335063,0.00650587,0.037722588,0.016016385,0.10523698
8000,0.01230699,0.08332449,0.010124279,0.052168846,0.017495563,0.0700832,0.015231387,0.074356735,0.012463874,0.18787968,0.007708474,0.038365223,0.0069135684,0.041123148,0.0044662184,0.044025302,0.006573637,0.06000805,0.0077228392,0.036708534,0.014606066,0.1053817
9000,0.012847344,0.082249045,0.0052146222,0.061120756,0.017901795,0.06857985,0.016438022,0.07735816,0.018519556,0.1847198,0.008749105,0.041953385,0.005542362,0.04415344,0.0117343515,0.06779316,0.0039439825,0.06562406,0.0049421475,0.037336946,0.013705824,0.10627946
10000,0.01262407,0.08515364,0.008034605,0.06187459,0.016590476,0.0757308,0.016833454,0.077272385,0.012180433,0.18843889,0.0080712885,0.0405792,0.007178322,0.041664664,0.005538883,0.043999314,0.0122981435,0.07900894,0.0051626763,0.041911364,0.021328254,0.10940478
