layer_index,from_node,to_node,weight,type
4,12,10,0.040293533,weight
4,12,11,0.5913816,weight
4,13,1,0.46944475,weight
4,13,2,2.1906528,weight
4,13,3,-8.924264e-05,weight
4,13,4,0.7589619,weight
4,13,5,0.4618225,weight
4,13,6,0.71905935,weight
4,13,7,1.2625192,weight
4,13,8,-0.26890194,weight
4,13,9,-0.06883214,weight
4,13,10,-0.01863855,weight
4,13,11,0.21523727,weight
4,14,1,0.8770564,weight
4,14,2,-0.7399112,weight
4,14,3,0.59813315,weight
4,14,4,0.6588088,weight
4,14,5,-0.20386577,weight
4,14,6,0.40064108,weight
4,14,7,0.32318345,weight
4,14,8,-0.06410611,weight
4,14,9,0.8488335,weight
4,14,10,-0.03757004,weight
4,14,11,-0.26987222,weight
4,15,1,0.011369216,weight
4,15,2,-0.01684126,weight
4,15,3,0.29599378,weight
4,15,4,-0.13083144,weight
4,15,5,0.061662212,weight
4,15,6,0.017440975,weight
4,15,7,-0.017315613,weight
4,15,8,-0.032399405,weight
4,15,9,-0.047619015,weight
4,15,10,0.85126245,weight
4,15,11,0.07503883,weight
4,16,1,1.5434301,weight
4,16,2,2.5329401,weight
4,16,3,0.59775996,weight
4,16,4,0.8029769,weight
4,16,5,0.37118962,weight
4,16,6,1.4513887,weight
4,16,7,0.10460354,weight
4,16,8,-0.26159096,weight
4,16,9,0.46841595,weight
4,16,10,-0.06951875,weight
4,16,11,-0.24182048,weight
4,17,1,-0.15324475,weight
4,17,2,-0.05589101,weight
4,17,3,0.346843,weight
4,17,4,0.020962287,weight
4,17,5,0.06544344,weight
4,17,6,-0.13382052,weight
4,17,7,-0.101194926,weight
4,17,8,1.7935351,weight
4,17,9,0.26969463,weight
4,17,10,-0.020014228,weight
4,17,11,-0.6742549,weight
4,18,1,0.18166701,weight
4,18,2,0.39704022,weight
4,18,3,-0.104021184,weight
4,18,4,0.30231407,weight
4,18,5,0.24614102,weight
4,18,6,0.39664227,weight
4,18,7,2.2673564,weight
4,18,8,0.103744626,weight
4,18,9,0.48581162,weight
4,18,10,-0.012619159,weight
4,18,11,-0.3689163,weight
4,19,1,1.6693481,weight
4,19,2,1.0654441,weight
4,19,3,0.13214684,weight
4,19,4,1.6602604,weight
4,19,5,1.1967697,weight
4,19,6,1.3447407,weight
4,19,7,-0.10212127,weight
4,19,8,0.097869985,weight
4,19,9,-0.4246622,weight
4,19,10,0.08537775,weight
4,19,11,0.3258073,weight
4,20,1,-0.2531982,weight
4,20,2,-0.86484426,weight
4,20,3,0.32111254,weight
4,20,4,0.45218873,weight
4,20,5,0.30644736,weight
4,20,6,0.4373497,weight
4,20,7,0.9441271,weight
4,20,8,-0.043891285,weight
4,20,9,-1.1122123,weight
4,20,10,0.11016807,weight
4,20,11,0.18506448,weight
4,21,1,2.0069153,weight
4,21,2,0.61894196,weight
4,21,3,0.44096187,weight
4,21,4,-0.9838603,weight
4,21,5,-1.0424455,weight
4,21,6,-0.072505265,weight
4,21,7,-0.008488928,weight
4,21,8,1.891995,weight
4,21,9,-0.013512434,weight
4,21,10,0.4470512,weight
4,21,11,-3.3153038,weight
4,22,1,0.28414923,weight
4,22,2,-0.043860767,weight
4,22,3,0.38755164,weight
4,22,4,-0.3303975,weight
4,22,5,0.14981924,weight
4,22,6,-0.08769787,weight
4,22,7,0.035594836,weight
4,22,8,-1.1953809,weight
4,22,9,-0.27069804,weight
4,22,10,2.0753918,weight
4,22,11,0.39383727,weight
4,23,1,-0.6813241,weight
4,23,2,0.54775095,weight
4,23,3,-0.44422287,weight
4,23,4,-0.3202089,weight
4,23,5,-0.18310027,weight
4,23,6,-0.5373689,weight
4,23,7,-0.23414019,weight
4,23,8,0.05739664,weight
4,23,9,-1.1558145,weight
4,23,10,-0.00212092,weight
4,23,11,0.49657807,weight
4,0,1,0.085298814,bias
4,0,2,-0.39327475,bias
4,0,3,0.85041684,bias
4,0,4,-0.44957805,bias
4,0,5,0.23383285,bias
4,0,6,0.5257187,bias
4,0,7,-0.20947386,bias
4,0,8,-0.024484424,bias
4,0,9,0.42048097,bias
4,0,10,-0.055702858,bias
4,0,11,-0.5449019,bias
