epoch,processor_unit_units_status_cpu_board_cpu_fan_avg,processor_unit_units_status_cpu_board_cpu_fan_max,processor_unit_units_status_cpu_board_cpu_bd_fan1_avg,processor_unit_units_status_cpu_board_cpu_bd_fan1_max,processor_unit_units_status_cpu_board_cpu_bd_fan2_avg,processor_unit_units_status_cpu_board_cpu_bd_fan2_max,processor_unit_units_status_cpu_board_cpu_bd_temp_avg,processor_unit_units_status_cpu_board_cpu_bd_temp_max,processor_unit_units_status_cpu_board_cpu_core_temp_avg,processor_unit_units_status_cpu_board_cpu_core_temp_max,processor_unit_units_status_cpu_board_gpu_core_temp_avg,processor_unit_units_status_cpu_board_gpu_core_temp_max,processor_unit_units_status_cpu_board_cpu_core_vol_avg,processor_unit_units_status_cpu_board_cpu_core_vol_max,processor_unit_units_status_cpu_board_cpu_bd_vbat_avg,processor_unit_units_status_cpu_board_cpu_bd_vbat_max,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_avg,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_max,processor_unit_units_status_cpu_board_cpu_bd_p5v_avg,processor_unit_units_status_cpu_board_cpu_bd_p5v_max,processor_unit_units_status_cpu_board_cpu_bd_p12v_avg,processor_unit_units_status_cpu_board_cpu_bd_p12v_max
1000,0.025775021,0.12643641,0.010303099,0.0657838,0.01847214,0.08216715,0.01978464,0.09923071,0.016011773,0.13225925,0.024226518,0.08937186,0.0078808,0.06270075,0.0074272356,0.03588885,0.041110747,0.24715549,0.010208469,0.053912282,0.016165951,0.0662297
2000,0.021025049,0.10119629,0.007822234,0.056530118,0.016876517,0.07935315,0.015696932,0.08159834,0.0147991795,0.17965639,0.0070307218,0.06851345,0.009373346,0.047058225,0.0067848293,0.05911023,0.040737797,0.24225712,0.011101046,0.053998828,0.009113085,0.05862478
3000,0.021964166,0.10149786,0.0054749385,0.04823959,0.019103149,0.069269896,0.015131387,0.080734015,0.014631483,0.18858552,0.011264016,0.08173269,0.0068103955,0.052108407,0.0073946547,0.05276458,0.050170723,0.2427516,0.008273833,0.04645872,0.011988987,0.061098516
4000,0.018417742,0.09371844,0.006857834,0.045376793,0.0172919,0.07321942,0.015834395,0.08362788,0.012753377,0.17958152,0.011339941,0.07688445,0.00607318,0.045285344,0.0057521416,0.043340288,0.04650732,0.24376386,0.0061473907,0.045233727,0.0076877284,0.047982097
5000,0.018340819,0.08733046,0.004845688,0.04998842,0.018448997,0.069383085,0.019224258,0.091736555,0.022187123,0.18743294,0.0075817155,0.051045954,0.008424454,0.055555463,0.00950332,0.04497236,0.044605978,0.24160647,0.0049290922,0.049596548,0.006970009,0.0487895
6000,0.017213132,0.089036435,0.0065536513,0.046644837,0.01749913,0.07670283,0.015720664,0.081852674,0.013080146,0.18472469,0.009100711,0.04942292,0.014323491,0.080624044,0.008901715,0.059960604,0.045120116,0.24359322,0.0054889456,0.05166912,0.008931003,0.05363792
7000,0.017746504,0.088864625,0.007897012,0.050437033,0.017274896,0.07973313,0.016644483,0.09206167,0.017002942,0.18257749,0.007854781,0.051621735,0.01209848,0.0664074,0.0060464386,0.052276,0.046801575,0.24433237,0.0043611685,0.04038012,0.0101957405,0.05162096
8000,0.015641926,0.0831697,0.008656234,0.051955447,0.018486679,0.072324514,0.015451028,0.07762253,0.013318046,0.18267608,0.00887889,0.050707996,0.0050796256,0.060818538,0.01064892,0.05544819,0.04432989,0.24135697,0.0045459163,0.041843712,0.010014918,0.056481898
9000,0.016180754,0.09244567,0.007985035,0.06084317,0.017016077,0.078157425,0.016188756,0.083997905,0.014346545,0.18719083,0.009832944,0.049912304,0.0094778305,0.060795978,0.0062134187,0.050903454,0.04410864,0.24098438,0.0042158365,0.048449337,0.0056196805,0.056398034
10000,0.015976707,0.08854383,0.01056746,0.05972314,0.01845336,0.07286477,0.016488526,0.09026182,0.01405278,0.18489444,0.007050701,0.058107734,0.01215874,0.05445291,0.0070225294,0.04478897,0.041224316,0.24108726,0.006625147,0.051179647,0.005474356,0.05238974
