layer_index,layer_name,from_node,to_node,weight
4,hidden3_to_output,10,1,0.005337968934327364
4,hidden3_to_output,10,2,0.06164596602320671
4,hidden3_to_output,10,3,0.09265951812267303
4,hidden3_to_output,10,4,0.07406255602836609
4,hidden3_to_output,10,5,0.17161403596401215
4,hidden3_to_output,10,6,0.0573030561208725
4,hidden3_to_output,10,7,0.022754032164812088
4,hidden3_to_output,10,8,0.007414018269628286
4,hidden3_to_output,10,9,0.09816586226224899
4,hidden3_to_output,10,10,0.15858200192451477
4,hidden3_to_output,10,11,0.07007376104593277
4,hidden3_to_output,11,1,-0.050052449107170105
4,hidden3_to_output,11,2,0.04162590205669403
4,hidden3_to_output,11,3,-0.045832760632038116
4,hidden3_to_output,11,4,-0.0016860858304426074
4,hidden3_to_output,11,5,-0.0044381385669112206
4,hidden3_to_output,11,6,0.0006512958207167685
4,hidden3_to_output,11,7,0.0016723693115636706
4,hidden3_to_output,11,8,0.0389719232916832
4,hidden3_to_output,11,9,-0.029311425983905792
4,hidden3_to_output,11,10,0.14362770318984985
4,hidden3_to_output,11,11,0.07700785994529724
4,hidden3_to_output,12,1,0.08665838837623596
4,hidden3_to_output,12,2,0.1512623429298401
4,hidden3_to_output,12,3,0.06302705407142639
4,hidden3_to_output,12,4,-0.0007905678357928991
4,hidden3_to_output,12,5,0.07248695194721222
4,hidden3_to_output,12,6,0.024481141939759254
4,hidden3_to_output,12,7,0.08653219044208527
4,hidden3_to_output,12,8,0.005868443753570318
4,hidden3_to_output,12,9,0.09759928286075592
4,hidden3_to_output,12,10,0.07089324295520782
4,hidden3_to_output,12,11,-0.02036530151963234
