epoch,processor_unit_units_status_cpu_board_cpu_fan_avg,processor_unit_units_status_cpu_board_cpu_fan_max,processor_unit_units_status_cpu_board_cpu_bd_fan1_avg,processor_unit_units_status_cpu_board_cpu_bd_fan1_max,processor_unit_units_status_cpu_board_cpu_bd_fan2_avg,processor_unit_units_status_cpu_board_cpu_bd_fan2_max,processor_unit_units_status_cpu_board_cpu_bd_temp_avg,processor_unit_units_status_cpu_board_cpu_bd_temp_max,processor_unit_units_status_cpu_board_cpu_core_temp_avg,processor_unit_units_status_cpu_board_cpu_core_temp_max,processor_unit_units_status_cpu_board_gpu_core_temp_avg,processor_unit_units_status_cpu_board_gpu_core_temp_max,processor_unit_units_status_cpu_board_cpu_core_vol_avg,processor_unit_units_status_cpu_board_cpu_core_vol_max,processor_unit_units_status_cpu_board_cpu_bd_vbat_avg,processor_unit_units_status_cpu_board_cpu_bd_vbat_max,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_avg,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_max,processor_unit_units_status_cpu_board_cpu_bd_p5v_avg,processor_unit_units_status_cpu_board_cpu_bd_p5v_max,processor_unit_units_status_cpu_board_cpu_bd_p12v_avg,processor_unit_units_status_cpu_board_cpu_bd_p12v_max
1000,0.004818113,0.022145048,0.0037327132,0.026258647,0.019454135,0.062037826,0.0045188395,0.0240255,0.0022313925,0.021333277,0.003543941,0.0240039,0.0055364203,0.025525168,0.003274504,0.021348238,0.003962755,0.025529623,0.005118078,0.024126291,0.002829382,0.022600293
2000,0.0072512175,0.030095369,0.0046856804,0.022454083,0.01576683,0.05755216,0.0035538701,0.020686433,0.0040004295,0.023094594,0.002672185,0.019918233,0.009679834,0.029781401,0.005220624,0.030455947,0.0032760901,0.020878673,0.0023621032,0.01797849,0.002368552,0.023466557
3000,0.003384837,0.019078583,0.003758721,0.014607906,0.009384057,0.035069764,0.0024129176,0.014957666,0.003583446,0.018183768,0.0020011612,0.019057512,0.0016753614,0.017604947,0.0032765777,0.014479033,0.0026382199,0.02131927,0.0015882534,0.016832411,0.0019370295,0.01638329
4000,0.0040685683,0.019766644,0.0023481832,0.01689981,0.010953299,0.035770535,0.0022475433,0.014658868,0.0037972485,0.014192745,0.005338394,0.021253526,0.0031351822,0.015665114,0.0046903477,0.016638637,0.0020928434,0.02603352,0.003959107,0.015244842,0.0044925637,0.023339882
5000,0.0028333198,0.017040223,0.0033299641,0.015919331,0.008777322,0.03540641,0.0031133986,0.01705262,0.001390982,0.015312955,0.0053845556,0.019881725,0.0026038063,0.014824271,0.0049909903,0.01689428,0.0032099008,0.022823572,0.0041917134,0.015337453,0.0034905714,0.017519772
6000,0.0022764688,0.020688176,0.0014029684,0.01699527,0.008644369,0.035942733,0.0019012095,0.013490677,0.0016627556,0.015748587,0.0022463014,0.017289221,0.0019582703,0.014090642,0.0035058183,0.014699578,0.0014294133,0.02215141,0.0016935995,0.012222469,0.0016989177,0.011860371
7000,0.004539053,0.015865088,0.0029933283,0.013654936,0.008058392,0.036797404,0.0025734033,0.015020311,0.0063609877,0.020068169,0.002634873,0.015801013,0.0034057577,0.014033243,0.0031465876,0.015255451,0.0020471122,0.01839292,0.0039775185,0.015911043,0.0031236853,0.0129188895
8000,0.0012332187,0.008872628,0.0041273967,0.010342658,0.0029127018,0.012192488,0.0015832729,0.007914409,0.0015236652,0.007823765,0.0015754718,0.008238673,0.0035354688,0.012187585,0.0019563483,0.009467542,0.0018155094,0.011404872,0.0036656072,0.014331639,0.0012659603,0.007948481
9000,0.0036180269,0.008719325,0.0014878463,0.007450044,0.0016755788,0.009328127,0.004073132,0.008898482,0.001482531,0.0052063465,0.0012094137,0.0061227083,0.0011208853,0.0058919936,0.0016001001,0.008962274,0.003019158,0.010779321,0.0010366762,0.008067906,0.0010789208,0.0071722865
10000,0.0015145271,0.005607486,0.0021800778,0.005475223,0.0016049102,0.0073392987,0.0021770538,0.007909179,0.0012841176,0.005309984,0.0011677309,0.0050435066,0.002366836,0.006150186,0.00087574817,0.004168643,0.001541777,0.007763505,0.0011659551,0.0075347424,0.0009377729,0.0041125417
