epoch,processor_unit_units_status_cpu_board_cpu_fan_avg,processor_unit_units_status_cpu_board_cpu_fan_max,processor_unit_units_status_cpu_board_cpu_bd_fan1_avg,processor_unit_units_status_cpu_board_cpu_bd_fan1_max,processor_unit_units_status_cpu_board_cpu_bd_fan2_avg,processor_unit_units_status_cpu_board_cpu_bd_fan2_max,processor_unit_units_status_cpu_board_cpu_bd_temp_avg,processor_unit_units_status_cpu_board_cpu_bd_temp_max,processor_unit_units_status_cpu_board_cpu_core_temp_avg,processor_unit_units_status_cpu_board_cpu_core_temp_max,processor_unit_units_status_cpu_board_gpu_core_temp_avg,processor_unit_units_status_cpu_board_gpu_core_temp_max,processor_unit_units_status_cpu_board_cpu_core_vol_avg,processor_unit_units_status_cpu_board_cpu_core_vol_max,processor_unit_units_status_cpu_board_cpu_bd_vbat_avg,processor_unit_units_status_cpu_board_cpu_bd_vbat_max,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_avg,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_max,processor_unit_units_status_cpu_board_cpu_bd_p5v_avg,processor_unit_units_status_cpu_board_cpu_bd_p5v_max,processor_unit_units_status_cpu_board_cpu_bd_p12v_avg,processor_unit_units_status_cpu_board_cpu_bd_p12v_max
1000,0.0075947912,0.037835285,0.006464105,0.037772983,0.019423306,0.0649212,0.014680911,0.10313338,0.008861223,0.06291109,0.009286633,0.046349376,0.0057788445,0.040285528,0.0059442325,0.04539776,0.004694165,0.04616116,0.0041268566,0.027132392,0.008248812,0.05281335
2000,0.0052819545,0.025956035,0.003886397,0.031338073,0.012985443,0.036661506,0.003966929,0.018844396,0.004009107,0.02328968,0.006620367,0.023338258,0.0029146192,0.02052313,0.0058229933,0.027803838,0.0030915015,0.021584975,0.0029831105,0.0161919,0.0046914644,0.03439621
3000,0.0027613002,0.01652968,0.0025515694,0.016515315,0.010154428,0.037813842,0.0064851376,0.021846592,0.0019755464,0.015290797,0.0026465994,0.016229704,0.0072906306,0.019859076,0.005335043,0.02397132,0.007045554,0.023172557,0.00468403,0.016922057,0.0072574452,0.02977278
4000,0.0035284495,0.018653214,0.0026248908,0.019524723,0.011222092,0.0393883,0.0034089377,0.014023542,0.0036488087,0.016211286,0.0033145123,0.015390277,0.0072883004,0.019473314,0.0027698309,0.025913477,0.004042617,0.020139575,0.0038007656,0.016011238,0.0024374104,0.019104742
5000,0.0032903,0.015469849,0.0059407027,0.024779826,0.009744876,0.036118746,0.0042632865,0.015754282,0.0042769103,0.014900625,0.002340404,0.014637947,0.004670097,0.021977365,0.0029242323,0.017679513,0.0037793298,0.021688819,0.001961835,0.011553228,0.002925587,0.023051701
6000,0.0043549477,0.021190226,0.002724192,0.019904792,0.00999238,0.036252856,0.0038330094,0.01603949,0.0047782394,0.021693766,0.0020273519,0.015027285,0.0029966948,0.017047971,0.0030101116,0.018953383,0.0023247115,0.015993,0.0023176493,0.010483086,0.004543929,0.019907974
7000,0.0040321304,0.016297996,0.0025933725,0.020317167,0.010084526,0.037464857,0.0029014314,0.013787568,0.0034682932,0.018301249,0.004555048,0.016954362,0.0026513725,0.014291957,0.0041691917,0.017579794,0.0026856007,0.020011187,0.0023917118,0.009975255,0.004866178,0.017786741
8000,0.002128161,0.014163077,0.0025297394,0.017531663,0.009497787,0.036767542,0.0035460456,0.013878882,0.0035517567,0.013834119,0.003889554,0.016743958,0.002297172,0.016411006,0.0028988433,0.016227901,0.003552988,0.022737503,0.0012522129,0.009703219,0.0037458176,0.019236326
9000,0.0029051993,0.013748884,0.0018659896,0.017439872,0.009611345,0.036577463,0.0022546216,0.012154371,0.0020080116,0.016076565,0.0028939086,0.016639411,0.0025681118,0.016080856,0.002575807,0.01582867,0.0027800535,0.02302885,0.002157687,0.00916779,0.0019913707,0.01970201
10000,0.0030688597,0.016398668,0.003113977,0.019585967,0.009476323,0.03621292,0.003648636,0.019680709,0.002101469,0.014727473,0.006826438,0.022730589,0.0029024584,0.017199576,0.0020251093,0.013653457,0.0029416839,0.022279203,0.0018262531,0.0098365545,0.0021312053,0.017583221
11000,0.004577378,0.01625365,0.0051864954,0.019936144,0.010518455,0.039433718,0.0059100008,0.020492673,0.0020321594,0.014585927,0.0037684732,0.016235411,0.0019882838,0.017316937,0.0032939417,0.015275061,0.0023762893,0.024724066,0.003442542,0.013498485,0.0057810615,0.022788644
12000,0.0025549978,0.014790386,0.0021927948,0.014857978,0.009557864,0.03578812,0.0031134342,0.017116547,0.0021237293,0.012549967,0.0024380914,0.014043987,0.006137708,0.020306095,0.0017459439,0.01581955,0.0018280684,0.02111268,0.0014191522,0.01014787,0.0027453864,0.018469386
13000,0.003152072,0.015713274,0.0021951238,0.0143324435,0.009038667,0.035993636,0.0029404536,0.013555765,0.0021701641,0.014190242,0.0017404276,0.01212275,0.0047710687,0.019938841,0.002080647,0.016485631,0.0026594854,0.02645415,0.0016725911,0.010434389,0.0018383153,0.01957947
14000,0.0027328646,0.016750634,0.0020694248,0.016264677,0.010694677,0.036011755,0.0021508907,0.013292879,0.0020134512,0.014620177,0.0021887657,0.012182891,0.0022224896,0.016038716,0.0026030575,0.01521337,0.0036707525,0.02107948,0.0013696848,0.008167148,0.0062227873,0.021855645
15000,0.0037890198,0.016172469,0.0024637547,0.014635563,0.009298253,0.038162947,0.0028526685,0.01719667,0.0032182864,0.015193783,0.0021165574,0.012413502,0.0052424297,0.016902313,0.0029355753,0.015308201,0.0023922662,0.024541497,0.0017286985,0.009154797,0.0016684317,0.018923819
16000,0.0023326294,0.013944149,0.001914157,0.013868272,0.009933673,0.03604263,0.0032156056,0.018082082,0.0016562388,0.013394155,0.0028063217,0.013178289,0.0015612952,0.013568699,0.0017968632,0.014256716,0.0017156377,0.021669865,0.0018446201,0.009453177,0.0038447606,0.020077331
17000,0.0022680871,0.015386999,0.0030829567,0.01918082,0.010189167,0.035573065,0.0020260485,0.013515472,0.0018908423,0.014254577,0.0025366594,0.01312685,0.0029800744,0.019038916,0.0022485636,0.018117726,0.005260856,0.028627336,0.0046993433,0.013841033,0.0039337976,0.018111624
18000,0.0039862427,0.017731607,0.0024716908,0.016185388,0.008855124,0.035549104,0.0020247265,0.015730023,0.0013873668,0.015534639,0.0027627805,0.017491054,0.0043481747,0.017998785,0.003781052,0.020392895,0.0030878608,0.021779895,0.0021865505,0.009535313,0.0016378891,0.020184426
19000,0.0032072156,0.016843855,0.001643255,0.014975503,0.009464195,0.035975397,0.001882057,0.016142368,0.0036178378,0.017275453,0.004743885,0.018151581,0.0019596696,0.020705909,0.0025289347,0.018594146,0.0026240984,0.021913052,0.0010323775,0.008217216,0.0044161878,0.018348813
20000,0.0032601699,0.016923547,0.0019046986,0.01520218,0.009700854,0.035236716,0.002832626,0.020179272,0.0021094275,0.016704574,0.0023747266,0.017652195,0.0022167189,0.015709728,0.0019072006,0.017362475,0.0047365716,0.024615407,0.0016662227,0.009378135,0.004398619,0.023428261
21000,0.0025152757,0.01711601,0.0025376135,0.0162296,0.009091067,0.035945892,0.002145085,0.015873134,0.0032393937,0.015131593,0.0015638047,0.01610887,0.0028092521,0.018316638,0.0018071097,0.014519572,0.0030907434,0.024085522,0.0020295186,0.0076949596,0.0024461444,0.022048516
22000,0.0020943827,0.01737678,0.0037317271,0.017000258,0.009014036,0.03500426,0.002771025,0.01727575,0.001763658,0.017040253,0.0031779278,0.014274552,0.0032168492,0.017759651,0.0025722361,0.015480995,0.0043669487,0.02416706,0.0014825771,0.0070893764,0.0026480965,0.023545086
23000,0.0029852649,0.018645108,0.0024956046,0.016285181,0.009246767,0.03604406,0.001928478,0.016662061,0.0044648936,0.015301943,0.0017991276,0.016341388,0.002753646,0.018258393,0.0022648617,0.015954614,0.0026973633,0.021942079,0.0010224882,0.0066794157,0.0020084067,0.020152502
24000,0.0021323299,0.015555441,0.0017034583,0.014518455,0.009236274,0.034947395,0.0021383867,0.01702261,0.0016295892,0.013757646,0.0017089015,0.017189622,0.0019365256,0.016006827,0.0025550942,0.019503593,0.0020249668,0.020492077,0.001401596,0.0066787004,0.0018255168,0.019865453
25000,0.0019853802,0.01572299,0.00503249,0.019708782,0.009074949,0.035732687,0.0033228563,0.017789856,0.0018655701,0.016977966,0.0020882988,0.019923091,0.003352409,0.016063273,0.0016826412,0.014754593,0.0024374619,0.020543218,0.0015073356,0.00797075,0.003161391,0.021356463
26000,0.0025547263,0.018662512,0.0033977109,0.014431283,0.009575238,0.037451386,0.002184282,0.018063188,0.0015580758,0.017121613,0.0043899138,0.021611452,0.0032516865,0.015290737,0.0022205312,0.017929494,0.0016648365,0.022137165,0.0023453736,0.009335697,0.0027610124,0.023312867
