layer_index,from_node,to_node,weight,type
1,0,9,-0.08161451,bias
1,0,10,-0.078319386,bias
1,0,11,-0.08108207,bias
1,0,12,0.07239777,bias
2,1,1,-0.5741286,weight
2,2,1,0.12419788,weight
2,3,1,-0.46158123,weight
2,4,1,1.1847569,weight
2,5,1,0.9245994,weight
2,6,1,-0.26416987,weight
2,7,1,1.3558815,weight
2,8,1,0.28408924,weight
2,9,1,-0.7937429,weight
2,10,1,-0.1864104,weight
2,11,1,-1.1360846,weight
2,12,1,0.8267128,weight
2,0,1,0.08841896,bias
3,1,1,-0.09568821,weight
3,1,2,0.10821328,weight
3,1,3,-0.04814344,weight
3,1,4,0.40296775,weight
3,1,5,0.35785156,weight
3,1,6,0.030002296,weight
3,1,7,0.4950258,weight
3,1,8,0.074105985,weight
3,1,9,-0.19953258,weight
3,1,10,0.04535009,weight
3,1,11,-0.30925617,weight
3,1,12,0.2927765,weight
3,0,1,0.074326225,bias
3,0,2,0.09434956,bias
3,0,3,0.09813834,bias
3,0,4,0.083123386,bias
3,0,5,0.11190363,bias
3,0,6,0.123483755,bias
3,0,7,0.12327588,bias
3,0,8,0.0124106305,bias
3,0,9,0.04091736,bias
3,0,10,0.11412425,bias
3,0,11,0.029029436,bias
3,0,12,0.07280592,bias
4,1,1,0.017936148,weight
4,1,2,0.08458603,weight
4,1,3,0.09744924,weight
4,1,4,0.13863957,weight
4,1,5,0.11450365,weight
4,1,6,0.065247744,weight
4,1,7,0.15869159,weight
4,1,8,0.07607139,weight
4,1,9,0.022188174,weight
4,1,10,0.02578716,weight
4,1,11,-0.025701793,weight
4,2,1,0.1201707,weight
4,2,2,0.15307395,weight
4,2,3,0.045897685,weight
4,2,4,0.1913564,weight
4,2,5,-0.04993145,weight
4,2,6,0.009168902,weight
4,2,7,0.064787574,weight
4,2,8,0.06821075,weight
4,2,9,0.15291284,weight
4,2,10,0.16060452,weight
4,2,11,0.10776573,weight
4,3,1,0.11263788,weight
4,3,2,0.13341549,weight
4,3,3,0.048343625,weight
4,3,4,0.17139941,weight
4,3,5,0.093433164,weight
4,3,6,0.04737537,weight
4,3,7,-0.019289048,weight
4,3,8,0.17596038,weight
4,3,9,0.103515215,weight
4,3,10,0.09204765,weight
4,3,11,0.15448602,weight
4,4,1,0.030023845,weight
4,4,2,0.09568319,weight
4,4,3,0.11888857,weight
4,4,4,-0.06866524,weight
4,4,5,0.07243099,weight
4,4,6,0.0400659,weight
4,4,7,0.16243759,weight
4,4,8,0.085809946,weight
4,4,9,0.06321225,weight
4,4,10,-0.018110221,weight
4,4,11,0.13253409,weight
4,5,1,0.041148394,weight
4,5,2,0.089796394,weight
4,5,3,0.16005112,weight
4,5,4,0.0978746,weight
4,5,5,0.058858227,weight
4,5,6,0.046913672,weight
4,5,7,0.080068775,weight
4,5,8,0.017831909,weight
4,5,9,0.17567074,weight
4,5,10,0.12086123,weight
4,5,11,-0.0054785367,weight
4,6,1,0.06232684,weight
4,6,2,0.050532192,weight
4,6,3,0.13543315,weight
4,6,4,0.03606342,weight
4,6,5,0.05788439,weight
4,6,6,0.053736176,weight
4,6,7,0.10734394,weight
4,6,8,0.11709916,weight
4,6,9,0.09408651,weight
4,6,10,0.059839107,weight
4,6,11,0.16788785,weight
4,7,1,0.12721603,weight
4,7,2,0.059274327,weight
4,7,3,0.17050439,weight
4,7,4,0.0066311364,weight
4,7,5,0.09848647,weight
4,7,6,0.0612788,weight
4,7,7,0.07899558,weight
4,7,8,0.095437065,weight
4,7,9,0.067024864,weight
4,7,10,0.037276085,weight
4,7,11,0.13263594,weight
4,8,1,0.05240339,weight
4,8,2,0.13245374,weight
4,8,3,0.08031859,weight
4,8,4,0.08650922,weight
4,8,5,-0.061202105,weight
4,8,6,0.03928307,weight
4,8,7,0.100787885,weight
4,8,8,-0.018085532,weight
4,8,9,0.050346255,weight
4,8,10,0.009049837,weight
4,8,11,-0.016623521,weight
4,9,1,0.12529193,weight
4,9,2,0.10812133,weight
4,9,3,0.07529988,weight
4,9,4,0.028772492,weight
4,9,5,-0.05370012,weight
4,9,6,0.145341,weight
4,9,7,0.067958735,weight
4,9,8,-0.013668382,weight
4,9,9,-0.010077796,weight
4,9,10,0.11293588,weight
4,9,11,-0.023081707,weight
4,10,1,0.08682054,weight
4,10,2,0.0040639085,weight
4,10,3,0.13696538,weight
4,10,4,-0.021992384,weight
4,10,5,0.097490035,weight
4,10,6,0.08072953,weight
4,10,7,0.14907758,weight
4,10,8,0.098244384,weight
4,10,9,0.14573671,weight
4,10,10,0.13165745,weight
4,10,11,0.029614521,weight
4,11,1,0.09983855,weight
4,11,2,0.01412051,weight
4,11,3,0.121166125,weight
4,11,4,0.05150125,weight
4,11,5,0.16509062,weight
4,11,6,0.05092259,weight
4,11,7,0.010242681,weight
4,11,8,0.050269924,weight
4,11,9,-0.045358606,weight
4,11,10,0.09627588,weight
4,11,11,0.0053307624,weight
4,12,1,0.022749007,weight
4,12,2,0.027184559,weight
4,12,3,0.17713581,weight
4,12,4,0.1453611,weight
4,12,5,0.11405915,weight
4,12,6,0.08848978,weight
4,12,7,0.04240222,weight
4,12,8,-0.017453576,weight
4,12,9,-0.053662516,weight
4,12,10,0.07708895,weight
4,12,11,0.1470567,weight
4,0,1,0.06425456,bias
4,0,2,0.082311176,bias
4,0,3,0.13574027,bias
4,0,4,0.057011414,bias
4,0,5,0.052380584,bias
4,0,6,0.09077811,bias
4,0,7,0.06300132,bias
4,0,8,0.062029183,bias
4,0,9,0.08727711,bias
4,0,10,0.045606434,bias
4,0,11,0.06523718,bias
