epoch,processor_unit_units_status_cpu_board_cpu_fan_avg,processor_unit_units_status_cpu_board_cpu_fan_max,processor_unit_units_status_cpu_board_cpu_bd_fan1_avg,processor_unit_units_status_cpu_board_cpu_bd_fan1_max,processor_unit_units_status_cpu_board_cpu_bd_fan2_avg,processor_unit_units_status_cpu_board_cpu_bd_fan2_max,processor_unit_units_status_cpu_board_cpu_bd_temp_avg,processor_unit_units_status_cpu_board_cpu_bd_temp_max,processor_unit_units_status_cpu_board_cpu_core_temp_avg,processor_unit_units_status_cpu_board_cpu_core_temp_max,processor_unit_units_status_cpu_board_gpu_core_temp_avg,processor_unit_units_status_cpu_board_gpu_core_temp_max,processor_unit_units_status_cpu_board_cpu_core_vol_avg,processor_unit_units_status_cpu_board_cpu_core_vol_max,processor_unit_units_status_cpu_board_cpu_bd_vbat_avg,processor_unit_units_status_cpu_board_cpu_bd_vbat_max,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_avg,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_max,processor_unit_units_status_cpu_board_cpu_bd_p5v_avg,processor_unit_units_status_cpu_board_cpu_bd_p5v_max,processor_unit_units_status_cpu_board_cpu_bd_p12v_avg,processor_unit_units_status_cpu_board_cpu_bd_p12v_max
1000,0.011676311,0.071367025,0.0051392866,0.03705442,0.018357484,0.0646016,0.022865316,0.08916187,0.011898478,0.1310727,0.0147910025,0.054108918,0.005966568,0.066461414,0.006344046,0.042913005,0.0070093875,0.032835364,0.003704313,0.02779883,0.012823105,0.081057414
2000,0.012319979,0.08347231,0.0063810465,0.043563604,0.016966967,0.068638265,0.014473635,0.07676184,0.013316895,0.17981255,0.006623768,0.04080218,0.005281254,0.058303893,0.004290241,0.04713346,0.0043823407,0.041677833,0.0051339963,0.027415752,0.0075646727,0.0548355
3000,0.012809488,0.081968784,0.007207888,0.033421934,0.01819162,0.06038004,0.013158128,0.07524556,0.01239535,0.18094814,0.010656898,0.041177034,0.005492935,0.055916235,0.004595006,0.04673378,0.0071421196,0.05125519,0.0053538056,0.032797337,0.0069343965,0.057996333
4000,0.0056414916,0.03115195,0.0042868536,0.031683326,0.021347715,0.06479037,0.009174878,0.097851396,0.008554511,0.13991058,0.004337917,0.022904217,0.003769209,0.037801206,0.004056708,0.05163674,0.003193878,0.025494337,0.0064778267,0.04663782,0.0048585585,0.040116884
5000,0.0051266677,0.032337815,0.006166482,0.026613474,0.019819252,0.062159956,0.008707448,0.094676316,0.006909546,0.12193787,0.004856803,0.029050488,0.0033313476,0.03779371,0.005881325,0.03556347,0.0038214664,0.028006494,0.0061976444,0.045471713,0.004409168,0.036647238
6000,0.0053484007,0.032319874,0.0032341764,0.023187429,0.01961926,0.060937583,0.006952212,0.10195309,0.005950148,0.10858679,0.0068009985,0.02471742,0.006940552,0.040527582,0.0031691173,0.029179692,0.0048361868,0.027654946,0.005013677,0.040305495,0.00309288,0.030194163
7000,0.006076381,0.03777775,0.0048867185,0.023346186,0.020218495,0.062963665,0.007136153,0.10711169,0.0057473485,0.105618,0.00892344,0.029648423,0.0028555316,0.03801924,0.0069443053,0.029814899,0.0033966152,0.029354112,0.0048561674,0.035225257,0.0068221297,0.0410975
8000,0.0056493515,0.031015247,0.0038805143,0.021262527,0.019711135,0.06125498,0.008137894,0.104412615,0.005654128,0.09602308,0.003090624,0.025877047,0.0035275738,0.038925245,0.003721556,0.025703788,0.0026471312,0.036261693,0.005246829,0.03441447,0.0032236055,0.032308675
9000,0.0043089204,0.025265098,0.003506407,0.021648109,0.01705203,0.066072226,0.004762881,0.02909249,0.003803954,0.024547696,0.002150508,0.024251364,0.0030893027,0.027111143,0.0038861525,0.022248162,0.002638085,0.024614632,0.0041004308,0.032177225,0.004009792,0.023641914
10000,0.0044657965,0.018805325,0.0049598794,0.022534251,0.0097337635,0.03846425,0.003674837,0.025145352,0.003700044,0.024555862,0.0034466546,0.018143654,0.002546984,0.021292627,0.004466814,0.022166444,0.0021099155,0.016221404,0.004902555,0.03704509,0.003178587,0.020568937
