epoch,processor_unit_units_status_cpu_board_cpu_fan_avg,processor_unit_units_status_cpu_board_cpu_fan_max,processor_unit_units_status_cpu_board_cpu_bd_fan1_avg,processor_unit_units_status_cpu_board_cpu_bd_fan1_max,processor_unit_units_status_cpu_board_cpu_bd_fan2_avg,processor_unit_units_status_cpu_board_cpu_bd_fan2_max,processor_unit_units_status_cpu_board_cpu_bd_temp_avg,processor_unit_units_status_cpu_board_cpu_bd_temp_max,processor_unit_units_status_cpu_board_cpu_core_temp_avg,processor_unit_units_status_cpu_board_cpu_core_temp_max,processor_unit_units_status_cpu_board_gpu_core_temp_avg,processor_unit_units_status_cpu_board_gpu_core_temp_max,processor_unit_units_status_cpu_board_cpu_core_vol_avg,processor_unit_units_status_cpu_board_cpu_core_vol_max,processor_unit_units_status_cpu_board_cpu_bd_vbat_avg,processor_unit_units_status_cpu_board_cpu_bd_vbat_max,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_avg,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_max,processor_unit_units_status_cpu_board_cpu_bd_p5v_avg,processor_unit_units_status_cpu_board_cpu_bd_p5v_max,processor_unit_units_status_cpu_board_cpu_bd_p12v_avg,processor_unit_units_status_cpu_board_cpu_bd_p12v_max
1000,0.005839112,0.030382454,0.005499649,0.025202632,0.017969158,0.06732005,0.0045064553,0.022350311,0.003356778,0.03235902,0.0052039307,0.02471596,0.0044237575,0.024798699,0.004023499,0.033863664,0.004124232,0.028902888,0.005085765,0.02123016,0.009298442,0.032946825
2000,0.002435505,0.014280081,0.0046155476,0.020956129,0.0093415575,0.03749621,0.0022708522,0.016815066,0.0018248943,0.01741872,0.0022728322,0.019456148,0.0026079868,0.022419319,0.004649572,0.017005695,0.0070429165,0.028641654,0.006252997,0.016778542,0.006035178,0.020236313
3000,0.0030501424,0.013676465,0.0023202572,0.017038852,0.007798473,0.036828756,0.002014996,0.016122788,0.0036644712,0.016544,0.0027086404,0.020849407,0.0035683736,0.018252075,0.0019803247,0.021625578,0.0026841008,0.020675898,0.001980233,0.015225901,0.004586501,0.018906772
4000,0.0011925773,0.009839579,0.0014662712,0.007548932,0.0018247712,0.013059258,0.0027204233,0.0104676485,0.0015812076,0.0077291727,0.001937381,0.010577977,0.0021200108,0.01009737,0.0039700796,0.01666987,0.0010970628,0.011379838,0.0033561604,0.011476517,0.0014024728,0.008415639
5000,0.001874429,0.006402135,0.002323386,0.0085656345,0.0014044538,0.006820798,0.0010098512,0.007009506,0.001672672,0.0066955686,0.0010924778,0.0056880116,0.00083692436,0.0064195096,0.0011410597,0.0086557865,0.0015680151,0.01103425,0.0032008444,0.008405314,0.0014661656,0.0071416185
6000,0.0009664498,0.0052002072,0.00115548,0.0060715675,0.0017562037,0.006684661,0.0007431105,0.0048309863,0.0018065848,0.005282879,0.0011196967,0.006127894,0.0014338836,0.006428659,0.0024661277,0.006353305,0.0022429707,0.009873331,0.002119019,0.0061861873,0.0012391545,0.0049696565
7000,0.0008778556,0.0054706335,0.0009989481,0.0060705543,0.002504879,0.0061297417,0.0009553468,0.0051729083,0.0027397,0.0075138807,0.00482701,0.009301066,0.001748997,0.008908659,0.0015440849,0.007356167,0.0013091266,0.006953776,0.0012827036,0.0051783323,0.0025769065,0.0065762773
8000,0.0018297184,0.0074325204,0.0005211547,0.004263222,0.0010409171,0.004066646,0.0014550561,0.0050430596,0.0014494101,0.005671084,0.0020183597,0.0055606365,0.00067927456,0.004315555,0.0049211704,0.011125743,0.0013873898,0.0061671734,0.0019852386,0.00661397,0.0016751649,0.0052273273
9000,0.0009942265,0.0050222874,0.0016109117,0.004908681,0.0012331757,0.0052009225,0.0008335074,0.004562266,0.0005922336,0.005683899,0.0017281987,0.0054842234,0.003417329,0.007205248,0.0009789801,0.00824672,0.0008887811,0.0047562122,0.0011413873,0.0048491955,0.0010366454,0.0071606264
10000,0.0015476041,0.0057867765,0.0017545203,0.005793333,0.0012962385,0.004583299,0.0016340555,0.0043162107,0.002678521,0.0075955987,0.0026178292,0.00729686,0.0020612674,0.006946504,0.0012424252,0.0054904222,0.001180636,0.005768551,0.0015168929,0.005228877,0.0011959574,0.0046711564
11000,0.00064703467,0.003979683,0.0011399648,0.004524827,0.0011344663,0.004288137,0.0009028639,0.0034940243,0.001498727,0.0063126087,0.0008915293,0.0046299696,0.004650271,0.008239031,0.00044469646,0.003473401,0.0017286829,0.0065240995,0.0014856324,0.006077826,0.00070915866,0.0051455633
12000,0.0016633106,0.0057941675,0.0019811378,0.006367475,0.0006068779,0.0031718016,0.0022818167,0.006215334,0.0012902617,0.0057738423,0.0014559742,0.0047804117,0.0010572452,0.0040091276,0.0016199339,0.006032765,0.0013228474,0.005473183,0.0008014879,0.004767239,0.0013148093,0.0064376593
13000,0.002274798,0.0069639087,0.00074281456,0.0038177967,0.0020011067,0.0053736567,0.0019477492,0.006098032,0.00068335875,0.0044397116,0.0012831278,0.0045065433,0.0013153625,0.0057213902,0.0006257348,0.0053581595,0.0008594875,0.0050371885,0.00057555106,0.0053512454,0.0010230998,0.0048467056
14000,0.0027390607,0.0058732033,0.0029240262,0.0068325996,0.0017180833,0.0055092573,0.00080784154,0.0047427416,0.0013857762,0.004187286,0.00093882455,0.0043213964,0.0038613707,0.006980777,0.0005436967,0.0033212304,0.0007972196,0.004155934,0.0006145004,0.00492841,0.0008133989,0.005287154
15000,0.0005848312,0.003613308,0.0005776971,0.0039846897,0.0007818547,0.0032960176,0.0013066169,0.004666865,0.0008551211,0.004614353,0.0017331506,0.0052639246,0.0017129412,0.0062734187,0.0005816544,0.004117191,0.0006635941,0.004388094,0.0013841828,0.00518118,0.001276047,0.0042198747
16000,0.0010263398,0.0037137866,0.00075285585,0.005212724,0.0018199192,0.006251335,0.0011168277,0.0036225915,0.0006694764,0.004682064,0.0005417525,0.0035672784,0.0009053344,0.0045292974,0.00089389883,0.005274236,0.0007463664,0.004773736,0.0011699462,0.005714059,0.0034553974,0.0071694255
17000,0.00083513063,0.0037287474,0.0017476997,0.00493142,0.00095318374,0.00327605,0.0006122724,0.002758801,0.0010819936,0.004295945,0.00068923907,0.0048781037,0.0019097131,0.006080538,0.00090766646,0.0032342672,0.0010812468,0.0039022565,0.0019332129,0.006182611,0.0007773414,0.0042692125
18000,0.0005432317,0.003765583,0.0014123027,0.004190862,0.001666505,0.004959166,0.00051785674,0.0036776662,0.0014251694,0.0045184195,0.00067427894,0.003964305,0.0017576597,0.0057083964,0.0019818572,0.0045840144,0.0008622486,0.0051354766,0.0013895873,0.0055209994,0.0015957234,0.0052268505
