epoch,processor_unit_units_status_cpu_board_cpu_fan_avg,processor_unit_units_status_cpu_board_cpu_fan_max,processor_unit_units_status_cpu_board_cpu_bd_fan1_avg,processor_unit_units_status_cpu_board_cpu_bd_fan1_max,processor_unit_units_status_cpu_board_cpu_bd_fan2_avg,processor_unit_units_status_cpu_board_cpu_bd_fan2_max,processor_unit_units_status_cpu_board_cpu_bd_temp_avg,processor_unit_units_status_cpu_board_cpu_bd_temp_max,processor_unit_units_status_cpu_board_cpu_core_temp_avg,processor_unit_units_status_cpu_board_cpu_core_temp_max,processor_unit_units_status_cpu_board_gpu_core_temp_avg,processor_unit_units_status_cpu_board_gpu_core_temp_max,processor_unit_units_status_cpu_board_cpu_core_vol_avg,processor_unit_units_status_cpu_board_cpu_core_vol_max,processor_unit_units_status_cpu_board_cpu_bd_vbat_avg,processor_unit_units_status_cpu_board_cpu_bd_vbat_max,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_avg,processor_unit_units_status_cpu_board_cpu_bd_p3_3v_max,processor_unit_units_status_cpu_board_cpu_bd_p5v_avg,processor_unit_units_status_cpu_board_cpu_bd_p5v_max,processor_unit_units_status_cpu_board_cpu_bd_p12v_avg,processor_unit_units_status_cpu_board_cpu_bd_p12v_max
1000,0.016886104,0.06016785,0.009110407,0.05022031,0.019097015,0.062042415,0.015486792,0.091388226,0.008490032,0.09512216,0.0072758817,0.04300929,0.01268475,0.058376312,0.004390471,0.050707877,0.010832529,0.036566794,0.009518497,0.041621387,0.013293513,0.054936647
2000,0.013215245,0.050314724,0.0056113517,0.03778334,0.019122839,0.060723603,0.012125487,0.09309107,0.010413297,0.07202959,0.006869537,0.041727424,0.014652083,0.041314542,0.0032619366,0.029130995,0.004537537,0.03132844,0.0066280365,0.02734363,0.009163788,0.031203134
3000,0.004969502,0.043729067,0.0036814434,0.031532764,0.019796222,0.061888814,0.010656498,0.08104652,0.006345475,0.052524865,0.003663362,0.025644094,0.007081835,0.033931993,0.0042362968,0.03159821,0.0027404414,0.026549637,0.0030656264,0.027338564,0.0052476027,0.02064693
4000,0.0075325086,0.031486712,0.004309038,0.025657296,0.01885426,0.059882283,0.008939587,0.034501255,0.004003819,0.023804188,0.0031868254,0.022351265,0.0058088526,0.020493329,0.010885563,0.041177988,0.0047355797,0.024385989,0.0041291714,0.043443553,0.0027555625,0.020772146
5000,0.0039600353,0.015535712,0.009771382,0.02447486,0.004624115,0.024095356,0.0039945734,0.024327815,0.0051801773,0.022755802,0.008196241,0.01819989,0.0027604925,0.012384981,0.0045132283,0.020661712,0.0029754813,0.016650869,0.0070400005,0.024652064,0.0058433507,0.016319036
6000,0.002181268,0.018124804,0.0073985606,0.027178705,0.0017726925,0.00997746,0.0025813596,0.0111448765,0.0033892659,0.012614131,0.006176564,0.01589799,0.0014921261,0.009910851,0.0046829125,0.018989563,0.0040416596,0.0136169195,0.006428287,0.018718177,0.0047571827,0.017392708
7000,0.002333707,0.014936581,0.0020437092,0.010613263,0.0020703962,0.010722101,0.0031878157,0.014470756,0.0028788592,0.011623383,0.0039210324,0.013726771,0.0022909353,0.01117897,0.0013324893,0.00945574,0.002461474,0.009216607,0.002453479,0.0130284475,0.0038222675,0.013150871
8000,0.005824701,0.013614416,0.0017086504,0.010060966,0.0030746502,0.010564148,0.006881063,0.018984377,0.0018939342,0.012299657,0.004399728,0.0127366185,0.003545001,0.01035887,0.0019290062,0.0073132985,0.0032937701,0.011404514,0.0015674619,0.010525833,0.00170671,0.010461211
9000,0.0013989187,0.010601237,0.0020130158,0.008470923,0.0025862549,0.008761287,0.0015951182,0.009307623,0.0011831386,0.008784503,0.0015221941,0.009167492,0.0016524073,0.010659902,0.0010534307,0.007155955,0.0015263337,0.007952571,0.0014683135,0.01078403,0.0011031888,0.009887159
10000,0.0018866475,0.010722384,0.0014838121,0.0073446035,0.0010594904,0.007302344,0.0012853737,0.009873986,0.0013864918,0.008800954,0.0012354344,0.008548439,0.0022341863,0.008262098,0.005674645,0.0148483515,0.0037709114,0.009953201,0.0028594248,0.011907399,0.0012091006,0.008112967
